Title,Published_date,Views,Likes,Comments,Channel_name
So You Think You Can ANALYZE? (Data Content Creator Hackathon),2024-09-21,42349,1503,96,Ken Jee
Moving On,2024-04-22,12216,498,91,Ken Jee
How Does ChatGPT Image Analysis Do on an IQ Test?,2023-11-30,4530,93,25,Ken Jee
A Data Dream Come True,2023-11-17,2609,97,23,Ken Jee
The Death of the Full-Time Job,2023-09-22,6718,426,78,Ken Jee
How to Survive a Down Data Job Market,2023-09-05,18083,608,64,Ken Jee
The Harsh Reality of the Data Job Market,2023-08-24,109631,2621,287,Ken Jee
7 Industries AI will Aggressively Disrupt,2023-08-14,6956,262,42,Ken Jee
What's in My Data Science Travel Bag? (50+ Flights Last Year),2023-08-07,4722,137,48,Ken Jee
7 Enticing Jobs AI Will Create,2023-07-24,4984,203,37,Ken Jee
The ChatGPT Code Interpreter is OVERRATED,2023-07-22,4330,147,31,Ken Jee
Exciting Announcement!,2023-06-23,6760,294,50,Ken Jee
AI: A Customer Service Revolution?,2023-05-26,4185,126,35,Ken Jee
Beginner Kaggle Data Science Project Walk-Through (Housing Prices) | With ChatGPT,2023-05-16,76932,2313,52,Ken Jee
How I Would Learn Data Science with AI (If I Could Start Over),2023-05-04,37238,1510,78,Ken Jee
This AI question will determine our future,2023-04-06,4397,258,38,Ken Jee
I'll Never Code the Same Again... (GPT-4 is OP),2023-04-03,71728,829,78,Ken Jee
Your current portfolio is actually hurting you #shorts,2023-03-30,9713,546,5,Ken Jee
"Traditional ""networking"" is stupid. Do THIS instead #shorts",2023-03-27,8295,441,3,Ken Jee
you're job searching wrong. #shorts,2023-03-23,4701,270,3,Ken Jee
The Economics of Data Roles #shorts,2023-03-21,11183,653,13,Ken Jee
Why your phone knows everything you say #shorts,2023-03-18,4071,185,8,Ken Jee
Read these for a successful career. #shorts,2023-03-16,3361,253,2,Ken Jee
Is Your Phone Actually Listening to You? #shorts,2023-03-09,3334,57,5,Ken Jee
How I Realized I Was a Bad Manager #shorts,2023-03-07,3340,144,1,Ken Jee
How I Use ChatGPT as a Data Scientist (4-5 hrs Saved Per Week),2023-03-03,21262,776,50,Ken Jee
Why I Quit Data Science... and then crawled back #shorts,2023-03-01,9268,290,12,Ken Jee
The Best Place to Look for Data Science Opportunities #shorts,2023-02-27,2958,178,2,Ken Jee
Learning On the companies dime #shorts,2023-02-24,3372,179,1,Ken Jee
The Best Way to Transition to Data Science? #shorts,2023-02-21,5017,300,6,Ken Jee
Avoid this Massive Data Science Learning Mistake #shorts,2023-02-17,7508,411,6,Ken Jee
Don't Go into Data for the Money #shorts,2023-02-15,3909,219,12,Ken Jee
First Data Science Project? Watch This.,2023-02-13,8752,396,24,Ken Jee
How to Approach Applying for a Data Role #shorts,2023-02-08,3766,245,7,Ken Jee
The Hard Reality of Data Science Work #shorts,2023-02-06,18242,934,16,Ken Jee
How Much Money Does a Data Scientist Make? #shorts,2023-02-03,5374,203,6,Ken Jee
These 3 Things Make Data Science Special #shorts,2023-02-01,4565,355,7,Ken Jee
Will Data Science Be Automated? #shorts,2023-01-27,10737,439,10,Ken Jee
Is Data Science A Good Fit For You? #shorts,2023-01-25,5508,302,10,Ken Jee
5 Books I Wish I Read Earlier In My Career,2023-01-23,9957,528,49,Ken Jee
How To Start Working on Data Science Projects (As a Beginner) #shorts,2023-01-19,13425,984,18,Ken Jee
What Data Science Tool Would I Learn First? #shorts,2023-01-17,6593,480,10,Ken Jee
How long does it take to become a Data Scientist? #shorts,2023-01-12,9618,585,8,Ken Jee
Where & how to start your Data Science Journey #shorts,2023-01-09,7410,434,3,Ken Jee
How I Would NOT Learn Data Science in 2023.,2023-01-03,129635,4168,257,Ken Jee
The Greatest Data Science Event You Never Heard Of  [Behind The Scenes],2022-12-14,5112,208,27,Ken Jee
The Essential Programming Concepts For Learning Data Science,2022-11-14,21319,862,46,Ken Jee
The Data Content House: What You Missed,2022-10-07,10697,345,48,Ken Jee
Is Data Science A Good Career?,2022-09-29,65023,1985,141,Ken Jee
IRON ANALYST (Teaser) #shorts,2022-09-27,5719,364,22,Ken Jee
When a New Data Scientist Joins The Team,2022-08-29,16911,754,134,Ken Jee
State of Data Science - Web Data,2022-08-05,10528,350,34,Ken Jee
Data Science Town Hall - State of Data Science,2022-08-04,10061,366,37,Ken Jee
The Programming Roadmap For Data Science,2022-07-29,29101,1336,60,Ken Jee
5 Impactful Data Science Projects For Your Portfolio,2022-06-27,109500,3799,96,Ken Jee
Can AI Fix my Baseball Swing?,2022-06-10,8469,348,68,Ken Jee
Every Data Scientist... (funny!),2022-05-24,18374,857,146,Ken Jee
State of Data Science (Town Hall) ft - Data Squad,2022-05-07,16058,422,66,Ken Jee
Data Science Portfolio Project From Scratch | Building a YouTube Data Dashboard with Streamlit,2022-04-04,84046,1963,88,Ken Jee
Why You Are NOT Landing Data Jobs ... Yet,2022-03-25,22595,913,111,Ken Jee
Data Scientists VS NFT Scam,2022-03-03,5337,188,41,Ken Jee
When a PM Joins the Data Team... (funny!) - Ft @LukeBarousse,2022-02-21,11592,518,144,Ken Jee
What Professional Data Scientists ACTUALLY Do,2022-02-14,103117,3527,186,Ken Jee
Can You Analyze My Data Better Than I Can?,2022-01-31,7758,325,60,Ken Jee
Giving Back to My Most Engaged Subscribers!,2022-01-28,2345,117,87,Ken Jee
How to Make $1 Billion Betting on Horse Racing with Machine Learning,2022-01-24,78052,1658,160,Ken Jee
Should You Be Excited About Web 3? (As a Data Scientist),2022-01-17,9177,426,82,Ken Jee
Should  @LukeBarousse Take This Data Analyst Job? (Funny) #Shorts,2022-01-14,8758,256,33,Ken Jee
The Only Data Science Explanation You Need,2022-01-10,91796,2502,172,Ken Jee
We Need to Talk About The LinkedIn Machine Learning Assessment.,2022-01-03,14698,641,144,Ken Jee
How I Would Learn Data Science in 2022 (If I Had to Start Over),2021-12-27,347432,14945,526,Ken Jee
What the Heck is WSL 2? (My New Favorite Tool),2021-12-17,22889,624,71,Ken Jee
How Statistics Saved the US SERIOUS $$$$ During WW2 #Shorts,2021-12-10,8255,573,25,Ken Jee
How Zillow Lost $500 MILLION With Machine Learning,2021-12-03,25483,1184,145,Ken Jee
Why Is Data Engineering So HOT Right Now?,2021-11-26,30043,1098,134,Ken Jee
Is Data Science Dying?,2021-11-19,127215,3899,359,Ken Jee
7 Incredible Books That Transformed My Health and My Life,2021-11-12,8784,402,113,Ken Jee
Why EVERYONE Should Start a Podcast (Including YOU),2021-11-05,3677,202,45,Ken Jee
Building a Burrito Dashboard - Data Science Project from Scratch with atoti,2021-10-29,15202,307,39,Ken Jee
ML Ops: What is it REALLY?,2021-10-22,7399,281,66,Ken Jee
Business Skills for Data Science: What are they REALLY?,2021-10-18,7081,305,50,Ken Jee
#66DaysOfData Round 3 Live Event! (feat. @statquest),2021-10-12,2229,119,5,Ken Jee
Roasting My First Data Science Project (Common Project Mistakes),2021-10-08,6159,283,64,Ken Jee
Is Data Visualization Important for Data Science? (A Data Scientist's Perspective),2021-08-20,13301,535,108,Ken Jee
Project Presentation - Expectations vs. Reality (funny) #shorts,2021-08-07,10644,437,32,Ken Jee
Data Science Project - Expectations vs Reality (funny) #shorts,2021-08-06,42869,1631,31,Ken Jee
How I Learned to Learn.,2021-07-31,51368,2358,209,Ken Jee
Is Spotify Shuffle Really Random? #Shorts,2021-07-21,11490,616,49,Ken Jee
I Eat a Papaya Live on Stream (Plus Q&A for 150K Subs!),2021-07-16,2489,92,30,Ken Jee
Why are APIs Important for Data Science?,2021-07-09,11399,480,95,Ken Jee
Is Your Phone REALLY Listening to You?,2021-07-03,5358,278,116,Ken Jee
Kaggle vs Github - Which is Best for Your Data Science Portfolio?,2021-06-25,19003,673,123,Ken Jee
#66DaysOfData - 3 Reasons to Start!,2021-06-18,4165,226,39,Ken Jee
#66DaysOfData - What is it? #shorts,2021-06-11,9829,399,54,Ken Jee
A Quick Data Science Project Tip! #SHORTS,2021-06-03,17175,1024,89,Ken Jee
Discouraged with Data Science? - Watch THIS video.,2021-05-28,7621,387,195,Ken Jee
How Data Science Projects Pay Off,2021-05-22,11268,615,146,Ken Jee
How I Use Data to Optimize My Life | What I Collect & How I Analyze It,2021-05-14,10984,494,134,Ken Jee
What is a lambda function (python)? #shorts,2021-05-13,16445,973,49,Ken Jee
Why Kaggle Should Be Your Favorite Data Science Resource #shorts,2021-05-07,35162,1772,63,Ken Jee
What is Pandas? (Data & Data Science) #shorts,2021-04-30,26277,1328,85,Ken Jee
The 7 Biggest Data Science  Beginner Mistakes,2021-04-23,77936,3418,285,Ken Jee
Data Scientist Reacts: REAL Data Science Job Application Data,2021-04-16,23807,703,85,Ken Jee
Why You Probably Won't Become a Data Scientist,2021-04-09,139586,4023,464,Ken Jee
How to Go From Data Analyst to Data Scientist,2021-04-02,57472,1609,177,Ken Jee
Why I Have 2 Offices for Data Science & Content Creation,2021-03-26,4118,140,92,Ken Jee
MARCH MADNESS - Will My Machine Learning Model Beat Your Bracket?,2021-03-19,19243,368,108,Ken Jee
My Regrets as a Data Science Student,2021-03-12,24319,882,112,Ken Jee
My Daily Battle With Time - Will I Win? [Vlog],2021-03-08,3877,192,83,Ken Jee
What is the Future of my Comment Leaderboard Project?,2021-02-26,5653,201,81,Ken Jee
How to Build a Website  - Building my ULTIMATE Portfolio Website,2021-02-19,7362,180,51,Ken Jee
Why I Quit Data Science,2021-02-12,106256,2353,346,Ken Jee
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,2021-01-29,10959,564,116,Ken Jee
How I Balance Data Science and Content Creation (7 Secrets),2021-01-23,7109,294,124,Ken Jee
Kaggle Project From Scratch - Part 3 (Advanced Graphs & Gender Imbalance Analysis),2021-01-16,11015,316,52,Ken Jee
Kaggle Project From Scratch - Part 2 (Exploratory Data Analysis),2021-01-08,26130,730,134,Ken Jee
Kaggle Project From Scratch - Part 1 (Data Science Profession Survey),2021-01-02,43331,1200,148,Ken Jee
What is the #66DaysOfData?,2020-12-26,71863,2332,193,Ken Jee
How I Would Learn Data Science in 2021 (What Has Changed?),2020-12-19,132096,5914,486,Ken Jee
Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),2020-12-10,11376,403,131,Ken Jee
I Built the FIRST EVER YouTube Subscriber LEADERBOARD,2020-12-07,24141,721,324,Ken Jee
7 Things to Look For in a Masters For Data Science (feat. @TinaHuang1),2020-11-20,29251,876,160,Ken Jee
6 Lessons from #66DaysOfData,2020-11-13,6819,336,93,Ken Jee
100K Channel Update + AMA Stream!,2020-11-12,2329,127,21,Ken Jee
Find a Data Science Project With These 3 Techniques,2020-11-06,17425,736,104,Ken Jee
How I Chose My Masters Degree for Breaking into Data Science,2020-10-30,28906,701,153,Ken Jee
git for Data Science Made Simple... (Hopefully),2020-10-23,24002,956,88,Ken Jee
The PODCAST you might have asked for?,2020-10-19,2141,92,44,Ken Jee
Dealing with Doubt in Data Science (My Impostor Syndrome Story),2020-10-16,6916,451,113,Ken Jee
Advice from a Data Analytics CEO (@How to Get an Analytics Job) - KNN EP. 17,2020-10-14,15067,432,45,Ken Jee
Data Science Resume Round-Up With @Tina Huang  | Episode 3,2020-10-12,7486,155,60,Ken Jee
5 Unusual Data Science Projects that Will Land You a Job,2020-10-09,13153,597,83,Ken Jee
Sh*t Data Scientists Say (Parody),2020-10-05,10121,582,144,Ken Jee
5 Proven Strategies to Break into a Data Science Job,2020-10-02,8710,366,93,Ken Jee
Why Data-Viz is so Darn Important (@Story by Data | Kate Strachnyi) - KNN EP. 16,2020-09-30,7147,285,59,Ken Jee
Data Science Resume Round-Up With @TinaHuang1  - Episode 1,2020-09-28,12356,290,69,Ken Jee
5 Essential Data Science Projects for Your Portfolio,2020-09-26,76033,3151,207,Ken Jee
His Startup Will Land You a Data Science Job (Jeremie Harris) - KNN EP. 15,2020-09-23,5329,202,66,Ken Jee
Reviewing Your Data Science Projects - Episode 21(The Cleanest Portfolio),2020-09-21,15335,547,60,Ken Jee
"Hedge Funds, Startups, and Data Science Oh my! (@DataLeap) - KNN EP. 14",2020-09-18,7750,252,34,Ken Jee
Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,2020-09-16,5247,199,56,Ken Jee
Reviewing Your Data Science Projects - Episode 20 (Bootcamp Capstone),2020-09-14,4689,159,35,Ken Jee
The 5 Pillars of Success I Live By,2020-09-11,10263,863,152,Ken Jee
Fast Cars to Faster Data (Alex Castrounis) - KNN EP. 12,2020-09-09,1926,77,25,Ken Jee
Reviewing Your Data Science Projects - Episode 19 (One Big Improvement),2020-09-07,4108,165,43,Ken Jee
How I Learn Data Science Through Studying Other People's Code | #66DaysOfData,2020-09-04,12297,744,143,Ken Jee
How She Dominated the FAANG Data Science Interview  (@TinaHuang1 ) - KNN EP. 11,2020-09-02,18232,572,87,Ken Jee
Reviewing Your Data Science Projects - Episode 18 (Job-Worthy GitHub),2020-08-31,18671,794,93,Ken Jee
Why I'm Starting Data Science Over Again.,2020-08-29,50990,2571,442,Ken Jee
Inside the Mind of the Ultimate Kaggle Grandmaster (@Abhishek Thakur ) - KNN EP. 10,2020-08-26,15714,638,79,Ken Jee
Reviewing Your Data Science Projects - Episode 17 (Best Portfolio Website Yet?),2020-08-24,14865,511,53,Ken Jee
Don't Buy My Course..,2020-08-21,7378,355,144,Ken Jee
How a Subscriber Landed a Data Analyst Job in Less Than a Year (Ray Ojel) - KNN EP. 09,2020-08-19,29246,1100,166,Ken Jee
Reviewing Your Projects - Episode 16 (Project Review for Beginners),2020-08-17,3356,128,38,Ken Jee
Data Scientist Dismantles the YouTube Algorithm.,2020-08-14,6534,536,104,Ken Jee
Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,2020-08-12,5253,188,38,Ken Jee
Reviewing Your Data Science Projects - Episode 15 (Quant Finance),2020-08-10,15017,464,54,Ken Jee
The Plagiarism Problem in Data Science,2020-08-07,13221,628,145,Ken Jee
Interview with the Director of AI Research @ NVIDIA (Anima Anandkumar) - KNN EP. 07,2020-08-05,14902,607,89,Ken Jee
Reviewing Your Data Science Projects - Episode 14 [Deep Learning Focus],2020-08-03,5171,192,56,Ken Jee
My First Data Science Contracting Side-Gig (How I Did It),2020-07-31,11816,584,90,Ken Jee
Do You Have a Data Science Mentor? (@Danny Ma) - KNN EP. 06,2020-07-30,2405,117,34,Ken Jee
Reviewing Your Data Science Projects - Episode 13 (BONUS LinkedIn Review),2020-07-27,6244,264,112,Ken Jee
Building a Deep Learning BEAST (NVIDIA TITAN RTX + RYZEN 3900X),2020-07-24,8593,249,193,Ken Jee
Is it Important to Share Your Data Science Work? (Ft. Eric Weber),2020-07-22,1903,96,27,Ken Jee
Reviewing Your Data Science Resumes - Episode 12 (3 Different Resumes!),2020-07-20,29508,559,90,Ken Jee
Beginner Kaggle Data Science Project Walk-Through (Titanic),2020-07-17,427410,8835,457,Ken Jee
Uber Driver to Machine Learning Engineer in 9 Months! (@Daniel Bourke) - KNN EP. 05,2020-07-16,30894,1124,118,Ken Jee
Reviewing Your Data Science Projects - Episode 11(GITHUB CLEANING),2020-07-13,3953,133,50,Ken Jee
The Best Computer for Data Science Beginners,2020-07-10,40703,868,160,Ken Jee
Should You Major in Data Science? (Jaemin Lee) - KNN EP. 04,2020-07-08,6218,228,82,Ken Jee
Critiquing MY OWN Data Science Resume,2020-07-06,12983,396,86,Ken Jee
Where to Start Learning Data Science,2020-07-03,19552,790,125,Ken Jee
"Data Science Productivity, Motivation, and Organization (ft. Data Professor & Codebasics)",2020-07-01,4374,200,33,Ken Jee
Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),2020-06-29,4889,184,52,Ken Jee
How to Get a Data Science Job at FAANG (@Data Science Jay) - KNN EP. 03,2020-06-26,17066,554,77,Ken Jee
Reviewing Your Data Science Projects - Episode 9 (Professional Violinist),2020-06-22,2476,82,40,Ken Jee
"Ken Jee Q & A Live Stream (50,000 Sub Special!)",2020-06-20,2414,136,49,Ken Jee
Reviewing Your Data Science Projects - Episode 8 (College Student Help),2020-06-15,4487,166,46,Ken Jee
Why You're Struggling to Learn Data Science,2020-06-12,15473,997,157,Ken Jee
Reviewing Your Data Science Projects - Episode 7 (Incredible Portfolio Website),2020-06-08,12427,364,70,Ken Jee
The State of Data Science with Krish Naik & The Data Professor [Panel Discussion],2020-06-05,25390,702,145,Ken Jee
Reviewing Your Data Science Projects - Episode 6 (Only 3 months of coding experience),2020-06-01,5774,154,53,Ken Jee
How to Build a Data Science Portfolio Website with Hugo & Github Pages [feat. Data Professor],2020-05-29,81394,2295,277,Ken Jee
Reviewing Your Data Science Projects - Episode 5 (Very Detailed Project),2020-05-25,21126,488,81,Ken Jee
Different Data Science Roles Explained (by a Data Scientist),2020-05-22,58745,2037,176,Ken Jee
Reviewing Your Data Science Projects - Episode 4 (Resume & Github),2020-05-18,11544,180,53,Ken Jee
How to Make A Data Science Portfolio Website with Github Pages,2020-05-15,146451,4683,195,Ken Jee
10000 Subscriber and 100th Video Special (Data Science),2020-05-13,3117,145,115,Ken Jee
Reviewing Your Data Science Projects - Episode 3 (Student Portfolio),2020-05-11,4669,157,74,Ken Jee
How I Would Learn Data Science (If I Had to Start Over),2020-05-08,1408376,48756,1985,Ken Jee
Reviewing Your Data Science Projects - Episode 2 (Resume and Portfolio),2020-05-04,5759,200,42,Ken Jee
What You Need to Know for a Data Science Internship,2020-05-01,23539,1221,60,Ken Jee
Reviewing Your Data Science Projects - Episode 1 (Exploratory Analysis),2020-04-27,8744,354,53,Ken Jee
What It's Like to be a Socially Distanced Data Scientist (A Day in the Life),2020-04-24,15139,452,99,Ken Jee
Data Science in Sports - Talk for Northwestern (Kellogg) MBA Students,2020-04-22,3308,88,25,Ken Jee
5 Tips for Crushing the Work From Home Life,2020-04-20,5527,198,38,Ken Jee
Data Science Project from Scratch - Part 7 (Documenting Your Work),2020-04-17,24246,770,129,Ken Jee
Data Science Project from Scratch -  Part 6 (Putting the Model into Production),2020-04-15,32607,763,99,Ken Jee
Data Science Project from Scratch  - Part 5 (Model Building),2020-04-13,48498,955,151,Ken Jee
Data Science Project from Scratch - Part 4 (Exploratory Data Analysis),2020-04-10,78565,1971,215,Ken Jee
Data Science Project from Scratch - Part 3 (Data Cleaning),2020-04-08,88304,1838,279,Ken Jee
Data Science Project from Scratch - Part 2 (Data Collection),2020-04-06,144351,3737,631,Ken Jee
Data Science Project from Scratch - Part 1 (Project Planning),2020-04-03,227417,5509,174,Ken Jee
When Data Science Goes Wrong,2020-03-30,1848,106,30,Ken Jee
How to ULTRALEARN Data Science,2020-03-27,62642,3793,169,Ken Jee
Why Right NOW is a Great Time to Learn Data Science,2020-03-23,4559,267,50,Ken Jee
Data Science Project Example Start to Finish (Deep Learning Image Classifier),2020-03-20,14659,478,45,Ken Jee
The Secret Data Scientists Don't Want You to Know,2020-03-16,11170,1140,100,Ken Jee
The 5 Stages of Learning Data Science,2020-03-13,17833,1285,70,Ken Jee
Can You Learn Data Science Without a Computer?,2020-03-11,2337,149,14,Ken Jee
The Best Free Data Science Courses Nobody is Talking About,2020-03-09,354354,21244,620,Ken Jee
The Data Science Projects that Got Me a Job,2020-03-06,42286,1392,41,Ken Jee
How to Integrate Data Science into Your Business,2020-03-02,3506,129,16,Ken Jee
The Problem with Data Science,2020-02-28,3905,149,18,Ken Jee
How Much Did Cheating Help the Astros Win? (What the Numbers Say),2020-02-24,1259,44,16,Ken Jee
How to Set Up Your Data Science Environment (Anaconda Beginner),2020-02-21,150615,2718,95,Ken Jee
3 Proven Data Science Projects for Beginners (Kaggle),2020-02-17,338294,17922,520,Ken Jee
Data Science Advice for College Students,2020-02-14,69625,1964,191,Ken Jee
Avoid These Data Science Resume Mistakes!,2020-02-10,29193,1246,60,Ken Jee
Data Science Explained with ... Cooking?,2020-02-07,5779,314,48,Ken Jee
The 4 Types of Sports Analytics Projects,2020-02-03,35823,1126,65,Ken Jee
Data Science in Golf: PGA Merchandise Show 2020,2020-01-31,674,19,13,Ken Jee
How I Learned Data Science,2020-01-27,94800,2675,209,Ken Jee
What is Sports Analytics Really?,2020-01-20,24718,678,75,Ken Jee
Data Science Certificate vs Bootcamp vs Masters Degree,2020-01-18,115510,3181,576,Ken Jee
How To Learn Programming for Data Science [3 Steps],2020-01-13,30489,1981,96,Ken Jee
Data Science Fundamentals: SQL Queries,2020-01-10,7218,225,35,Ken Jee
Questions You Should Ask Your Data Science Interviewers,2020-01-06,3213,148,14,Ken Jee
The 9 Books That Changed My Perspective in 2019,2020-01-03,3426,175,25,Ken Jee
The Data Science Interview: What to Expect,2019-12-30,8790,380,32,Ken Jee
5 Data Science Resolutions for 2020,2019-12-27,484,24,12,Ken Jee
How to Scrape NBA Data Using the nba_api Python Module,2019-12-23,19876,681,95,Ken Jee
Collision Course: Sports Betting + Data Science,2019-12-20,21965,571,27,Ken Jee
3 Reasons You Should NOT Become a Data Scientist,2019-12-16,101230,2901,200,Ken Jee
5 Sports Analytics Books to Get You Started,2019-12-13,12260,446,60,Ken Jee
Math Needed for Mastering Data Science,2019-12-09,58717,2891,215,Ken Jee
The 5 Stages of Data Science Adoption,2019-12-06,1408,68,17,Ken Jee
How YOU Can Land a Sports Analytics Job,2019-12-02,78352,3312,228,Ken Jee
Data Science Fundamentals: Linear Regression,2019-11-29,6858,176,42,Ken Jee
Golf: Would You Rather Be the LONGEST or STRAIGHTEST Driver on the PGA Tour?,2019-11-25,1350,54,12,Ken Jee
Sports Analytics 101: The Pythagorean Theorem of Sports,2019-11-22,7643,296,27,Ken Jee
9 Ways You Can Make Extra Income as a Data Scientist,2019-11-18,47162,1747,79,Ken Jee
Applying Data Science To My YouTube Data: My Surprising Findings,2019-11-11,6068,141,31,Ken Jee
Why Selling Is An Important Data Science Skill,2019-11-04,1739,80,13,Ken Jee
By The Numbers: Where Should The NBA Put a 4 Point Line?,2019-10-21,3318,76,18,Ken Jee
Why is Balance Important in Data Science?,2019-10-16,748,35,13,Ken Jee
How to Stay Productive & Motivated When Learning Data Science,2019-09-29,12234,584,57,Ken Jee
How Far Should the NBA 3-Point Line Actually Be?,2019-09-21,4851,128,41,Ken Jee
6 Habits of Successful Data Scientists,2019-09-13,2337,99,17,Ken Jee
How To Build A Word Cloud From Scraped Data (Python),2019-09-04,5475,114,10,Ken Jee
Thank You For The Support | What's Next | Ken Jee | Data Science,2019-08-26,529,23,29,Ken Jee
Is Data Science Right For You?,2019-08-18,54380,1217,109,Ken Jee
Data Science Fundamentals: Data Cleaning in Python,2019-08-11,15634,397,55,Ken Jee
How To Get Data Science Experience (Without a Job),2019-08-08,30208,1389,77,Ken Jee
Take Your Data Science Projects From Good to Great,2019-08-05,1688,109,11,Ken Jee
The Projects You Should Do To Get A Data Science Job,2019-07-30,157932,5761,251,Ken Jee
What Does a Data Scientist Actually Do?,2019-07-19,64134,1408,75,Ken Jee
Data Science Fundamentals: Data Manipulation in Python (Pandas),2019-07-13,13856,364,44,Ken Jee
Data Science Fundamentals: Data Exploration in Python (Pandas),2019-07-05,19180,548,61,Ken Jee
Data Science: Pros and Cons,2019-06-30,5929,232,18,Ken Jee
How I Got My First Data Science Internship (And How You Can Land One),2019-06-21,27351,1268,89,Ken Jee
My Top 5 Data Science Internship Tips,2019-06-15,12452,507,24,Ken Jee
Golf STATS: Strokes Gained Explained,2019-06-07,9273,178,32,Ken Jee
Most Data Science Hopefuls Overlook This Important Skill,2019-05-25,630,43,5,Ken Jee
What I Learned From My Three Degrees,2019-05-17,1316,59,12,Ken Jee
I Wish I Had Known THIS Before Starting in Data Science,2019-05-14,25761,1059,66,Ken Jee
NASA Physicist Turned Data Scientist (Tim Bowling) - KNN EP. 02,2019-05-05,1301,39,2,Ken Jee
Should You Learn R for Data Science?,2019-04-25,22789,575,72,Ken Jee
Scrape Twitter Data in Python with Twitterscraper Module,2019-04-18,46989,838,318,Ken Jee
Work From Home Data Scientist: Day in the Life,2019-04-12,28596,755,101,Ken Jee
Where to Look for Data Science Jobs,2019-03-29,3069,116,9,Ken Jee
Data Science: Startup vs. Large Corporation,2019-03-21,2591,81,4,Ken Jee
